country,Employee age,Emplyoee work exp,Salary
Brazil,35,16,55500
Italy,34,11,80900
Italy,29,11,66300
Poland,31,10,62100
Belgium,37,14,94800
Switzerland,32,14,135600
Argentina,42,18,65700
Netherlands,20,0,71200
Denmark,35,13,106100
US,27,3,69600
Argentina,36,14,59900
Austria,31,9,85300
Mexico,40,22,82400
Argentina,42,18,74300
Switzerland,50,29,179400
Netherlands,26,1,68700
Norway,38,17,127500
US,36,18,110500
UK,26,0,71100
Sweden,26,4,77300
US,41,23,131700
France,28,3,80500
Norway,39,18,126900
UK,51,33,148400
Ireland,36,14,104500
Portugal,37,19,99800
Poland,36,12,58700
Canada,36,12,97800
US,30,6,88800
Switzerland,36,12,120200
US,34,14,113400
Italy,45,27,114500
UK,49,28,131000
Ireland,39,13,119500
Austria,50,30,137500
US,22,4,101300
Spain,45,24,116600
Switzerland,38,15,136000
Austria,33,10,97800
Austria,41,21,127700
Sweden,36,14,98400
UK,30,11,90800
Brazil,27,6,49100
France,45,25,137500
Belgium,35,14,93400
Italy,35,13,83300
Poland,43,19,89200
Poland,41,19,86600
Canada,40,17,114200
Mexico,31,5,35900
Austria,32,8,95600
Switzerland,44,17,131500
Sweden,29,6,81800
Spain,62,40,166200
Belgium,18,0,48700
Switzerland,50,31,169200
Italy,22,0,49800
Italy,49,29,130000
Germany,31,5,79300
Canada,46,24,129500
Argentina,37,13,55200
France,46,24,124300
Canada,23,5,81700
Canada,55,32,152100
Sweden,20,0,74100
Argentina,38,15,66400
Mexico,34,10,51900
Denmark,52,29,161200
Poland,42,19,89600
Portugal,18,0,32800
Mexico,18,0,10100
Austria,40,16,109500
Brazil,18,0,19100
Norway,30,9,110900
US,33,11,99300
Sweden,36,11,84900
Poland,29,5,46900
France,38,15,111600
Italy,55,32,139700
Canada,40,22,126600
Germany,54,30,157900
Portugal,39,20,92100
Brazil,24,2,31500
Italy,44,19,99800
Norway,35,12,99400
Austria,37,17,101800
Germany,46,23,137100
Portugal,48,28,125000
UK,24,5,85200
Spain,52,32,142900
Portugal,34,8,67200
Ireland,43,15,115000
Mexico,36,14,55500
Denmark,60,36,177400
Denmark,38,15,127100
Norway,32,14,106700
Italy,29,10,59500
Belgium,29,11,82600
Netherlands,46,28,145900
France,34,5,79900
Poland,30,7,51500
Poland,46,19,99300
Brazil,40,18,65300
Switzerland,46,27,173000
Portugal,24,1,21100
Mexico,37,14,50200
Germany,19,0,57500
Italy,43,21,108400
Sweden,32,9,92300
Norway,27,5,84700
France,45,25,134000
Sweden,40,18,116300
Brazil,18,0,17400
Argentina,43,21,83100
UK,37,14,104800
Switzerland,27,9,119900
Portugal,27,2,34800
UK,31,8,107500
Ireland,47,27,128400
Norway,27,3,84100
France,18,0,53600
Austria,35,16,98500
Ireland,33,5,82600
Germany,46,25,129200
Canada,35,17,110200
Norway,26,0,71500
Germany,30,10,97600
Italy,27,8,64000
France,24,0,78200
Portugal,42,19,86400
Ireland,34,12,109600
Denmark,62,40,174500
Sweden,36,14,102200
Poland,53,30,121900
Belgium,38,16,115300
Ireland,38,20,123500
Sweden,36,8,87900
Switzerland,19,0,101900
Italy,37,15,89300
Sweden,18,0,64600
Switzerland,28,2,93800
Canada,29,8,93800
Switzerland,46,23,156500
Portugal,28,8,60400
Italy,39,20,93100
Brazil,38,17,61100
Mexico,36,14,49800
Mexico,36,14,56400
Austria,51,28,131400
Germany,35,15,119000
UK,39,14,107000
Canada,24,2,75100
Denmark,45,26,140200
Portugal,36,6,47900
Austria,39,18,110700
Norway,33,6,83600
France,21,0,60000
Mexico,42,23,76000
Denmark,30,11,99500
Norway,35,12,98000
Portugal,18,0,29600
UK,40,20,120300
Sweden,49,27,128200
Portugal,24,2,37600
Germany,38,15,110400
Ireland,44,18,117100
Sweden,28,0,56600
Germany,34,13,114800
Argentina,35,17,51100
Poland,27,2,30700
Mexico,37,14,51500
Portugal,34,14,78900
France,35,8,79700
Germany,32,11,97900
France,26,3,85400
Portugal,28,5,49800
Canada,28,8,93800
Poland,45,23,98000
France,29,9,83700
Portugal,21,0,20000
Norway,33,14,106900
Mexico,38,19,77300
US,33,4,86100
Canada,21,0,52700
France,21,0,61400
Sweden,41,18,120900
Belgium,27,5,70700
Canada,36,16,102000
Norway,25,0,77500
Canada,50,32,163200
Sweden,39,10,92600
Belgium,30,7,70800
Germany,34,10,102300
Poland,19,0,39700
Brazil,38,17,66600
Denmark,44,19,132800
Switzerland,46,25,156300
Spain,24,1,60400
Canada,28,7,82400
Sweden,28,10,90000
Spain,35,17,103800
US,18,0,61700
Mexico,52,30,117500
Belgium,42,17,106600
France,34,9,84500
Italy,20,0,60400
Spain,45,27,119800
Argentina,53,32,102500
Ireland,33,14,114800
Sweden,19,0,74500
Spain,37,19,98400
Netherlands,45,14,114100
France,46,28,146600
Brazil,44,23,71800
Norway,34,10,89300
Netherlands,37,7,86200
UK,31,12,92000
UK,41,19,121700
Spain,45,25,121000
Mexico,31,6,45400
Sweden,35,11,90100
Netherlands,52,30,163500
Spain,50,30,130900
Norway,44,26,143500
Norway,52,28,147000
Germany,43,20,230400
Italy,31,8,58200
US,25,3,92400
Brazil,24,1,19400
Germany,36,8,82500
UK,28,2,80300
Ireland,25,7,156000
US,48,27,152900
Mexico,28,7,36600
Austria,41,15,97800
Denmark,22,0,75600
Poland,18,0,47100
US,32,10,109300
Canada,38,13,101400
Mexico,26,2,39900
UK,31,12,101000
UK,23,0,60500
Ireland,22,3,98000
Ireland,48,26,138900
Sweden,46,25,133700
France,49,22,134400
Mexico,44,24,95300
Brazil,32,5,42000
Germany,39,13,87800
Argentina,36,16,70800
Sweden,18,0,65200
Norway,42,16,107700
Poland,38,15,70300
Austria,46,22,107000
Denmark,47,23,140800
Belgium,44,21,125400
Norway,39,20,119600
Spain,30,8,66000
Canada,47,26,133400
Denmark,38,16,90700
Canada,45,17,114200
Germany,37,18,97700
Sweden,37,17,104000
Germany,38,19,116500
Netherlands,39,19,121300
Denmark,34,16,114900
Italy,23,2,37400
Portugal,39,14,74800
Brazil,35,17,66000
Canada,18,0,62000
Denmark,32,6,82300
Sweden,44,21,122800
France,38,15,106100
Netherlands,29,6,99600
Italy,32,13,62700
Denmark,24,1,122400
Germany,29,6,86500
Poland,32,8,74200
Argentina,19,0,14700
US,40,22,130400
Denmark,44,25,136900
Norway,33,9,107900
Sweden,34,16,101800
Italy,22,0,39200
Spain,21,0,55200
US,36,14,113400
Mexico,33,14,71100
Argentina,45,24,81100
Netherlands,29,4,82400
Austria,36,15,104500
Argentina,57,39,130200
Canada,51,31,154900
Austria,34,10,91400
Switzerland,18,0,105400
Norway,32,10,99100
Portugal,56,31,137200
Italy,33,9,76900
France,40,18,106700
Netherlands,34,12,93400
Poland,36,15,88000
Italy,38,12,82800
Brazil,27,0,18200
Norway,22,3,80500
US,53,30,152200
Portugal,21,0,38300
Sweden,27,7,81600
France,32,10,93200
Ireland,29,7,85800
Switzerland,39,21,137200
Canada,54,33,153400
Brazil,29,4,29600
Italy,25,6,63600
Mexico,18,0,34800
Spain,24,1,37000
Italy,45,21,94000
Ireland,18,0,73700
Germany,27,4,79500
UK,18,0,68500
Denmark,45,27,145300
Brazil,42,19,70400
UK,55,32,144900
Spain,52,24,123100
Argentina,46,20,68500
UK,42,14,110300
Germany,40,20,114800
Sweden,34,11,81700
Ireland,28,4,78800
Brazil,50,29,97700
Sweden,34,12,107300
France,38,15,118100
Portugal,25,7,69400
Denmark,34,15,111500
Portugal,18,0,41800
Norway,36,11,100700
Spain,47,26,133700
Portugal,38,19,79900
Ireland,36,13,92200
Denmark,37,13,103900
Germany,21,0,59700
Poland,18,0,28300
UK,26,4,90100
Ireland,24,3,77500
Switzerland,55,30,171400
Argentina,39,18,75000
Brazil,40,19,72600
Ireland,27,7,102700
Portugal,18,0,41000
Ireland,18,0,35400
Ireland,34,7,83500
Spain,36,11,86400
Italy,43,22,109800
Norway,60,37,173600
Mexico,18,0,23800
Sweden,45,27,143600
Ireland,48,25,144100
Netherlands,46,18,112300
Sweden,34,6,73200
Canada,48,19,110700
Brazil,31,9,35900
France,38,15,105900
Mexico,23,0,25200
Ireland,33,8,89300
US,28,6,112100
UK,44,23,134500
Germany,29,8,78700
France,27,2,80400
Portugal,36,15,76100
Portugal,47,25,120400
Denmark,47,29,148000
Canada,40,12,86100
Denmark,53,30,142900
Italy,45,19,82200
Brazil,27,6,24400
Argentina,36,14,50700
Switzerland,27,8,104300
Denmark,29,7,92000
Austria,33,10,93200
Italy,33,11,49400
Austria,44,20,108700
France,25,2,78000
UK,33,9,89700
Switzerland,23,4,98500
France,37,15,103300
Austria,39,19,108500
Denmark,28,10,96000
Belgium,38,12,110400
Norway,35,15,124400
Spain,18,0,53600
Italy,36,15,79100
Argentina,46,23,77700
Brazil,21,2,25500
Switzerland,20,0,83000
Switzerland,43,23,160900
Germany,35,16,107500
Italy,34,15,79100
Austria,57,32,150300
Sweden,32,8,90300
Brazil,26,4,31700
Germany,39,13,101100
Canada,36,11,88100
Argentina,28,5,40800
Ireland,25,0,61700
Norway,38,19,125400
Norway,43,19,126700
Norway,41,19,112600
Portugal,49,28,107600
US,30,5,101000
Ireland,33,13,113700
Poland,34,16,75500
Italy,37,13,88200
Italy,33,12,77100
France,51,31,144600
US,49,22,145700
Germany,26,2,80700
Austria,31,5,65700
UK,26,8,87600
Netherlands,27,0,63000
UK,33,8,83300
UK,38,19,123300
Sweden,33,14,89400
Belgium,37,9,85400
US,34,14,107900
Netherlands,50,26,153000
Austria,41,16,117000
UK,28,6,88400
Austria,41,21,108700
Spain,28,7,61600
Germany,24,0,82000
Denmark,38,19,139200
Norway,24,6,89600
Spain,35,12,83400
Germany,37,16,99200
Germany,36,12,104500
Portugal,30,12,66300
Germany,40,20,124500
Brazil,31,10,46900
Denmark,50,27,141300
Portugal,30,5,55400
Austria,47,22,129300
Brazil,35,12,45400
Switzerland,18,0,99800
Mexico,23,1,29000
Argentina,50,32,113300
Spain,39,17,79700
US,37,19,131500
Germany,27,9,81200
Austria,27,9,90300
Ireland,33,10,85700
Portugal,41,18,67500
Spain,44,21,87900
Mexico,20,0,21100
Belgium,33,13,100500
Austria,44,18,123900
Ireland,41,22,129800
Poland,49,27,113300
Brazil,44,21,92200
France,21,2,74800
Poland,26,7,56500
Switzerland,35,15,131800
Brazil,26,1,19400
Italy,31,3,55200
Mexico,33,10,55100
Belgium,46,28,129600
Spain,32,8,66500
Norway,35,15,129300
Sweden,43,18,115100
Germany,57,36,161900
Spain,27,3,60300
Brazil,26,7,45700
Austria,29,5,81000
Netherlands,26,0,66100
Argentina,46,23,93800
Austria,46,23,131100
Italy,51,30,127300
Sweden,27,3,83300
Ireland,51,32,171900
Austria,47,23,130000
Ireland,37,13,106700
Sweden,28,1,71200
Canada,36,11,95800
Argentina,35,16,69900
UK,44,21,132700
Italy,39,21,91300
Argentina,26,4,26700
Argentina,18,0,21600
UK,34,16,109600
Ireland,39,16,98000
Denmark,27,7,101000
Canada,50,26,146600
Portugal,40,16,86300
Ireland,31,7,89100
Belgium,33,10,94300
Canada,44,23,114700
Argentina,20,1,8900
Spain,65,44,165400
UK,52,33,162400
France,21,1,57000
Netherlands,42,20,125000
Sweden,21,3,65200
Argentina,38,14,47200
Portugal,32,14,67900
Portugal,28,7,48700
Ireland,41,18,116000
Portugal,40,21,86200
Brazil,41,20,78800
Argentina,34,9,45300
Mexico,27,9,40900
UK,46,25,135100
US,35,17,93900
Poland,47,27,107500
Spain,35,8,74700
Italy,32,8,66100
Belgium,42,20,124600
Austria,19,0,50900
Brazil,29,9,38100
Netherlands,33,15,108400
Norway,41,23,143300
Spain,58,40,148300
Brazil,34,15,50000
Ireland,22,3,71900
Denmark,22,4,74600
Ireland,20,2,70400
Denmark,18,0,76300
Italy,20,0,37700
Ireland,40,20,135000
Portugal,61,38,122100
UK,35,17,116300
Netherlands,28,5,72700
Portugal,39,16,86200
Switzerland,28,4,102600
Ireland,34,7,81100
Canada,49,26,150200
Ireland,34,11,92900
US,35,13,117800
Netherlands,48,29,146700
Brazil,50,32,115900
Poland,34,13,86500
Belgium,25,4,85100
Mexico,40,17,61500
Germany,18,0,78600
Ireland,32,14,100300
Germany,23,0,75900
Norway,44,23,131200
Mexico,38,14,70800
Austria,41,15,107300
US,39,15,131800
Austria,31,10,80300
Switzerland,20,0,84900
Argentina,19,1,25700
US,47,22,128600
Norway,46,23,139500
Portugal,44,22,106200
Portugal,34,15,79300
Mexico,43,21,77200
Austria,55,35,149900
UK,42,18,109600
Ireland,51,28,142400
Denmark,26,4,86900
Belgium,33,7,91400
Norway,22,0,82100
Mexico,36,12,81500
Italy,28,7,63200
France,54,36,167100
Brazil,34,15,51500
US,28,5,95900
UK,30,10,71800
UK,27,5,80400
UK,23,2,86100
Italy,39,17,97200
Denmark,40,22,145600
Austria,38,15,105300
Argentina,32,7,44400
Portugal,35,10,69400
Germany,28,10,89200
Belgium,45,27,128900
Italy,34,10,59100
UK,30,12,104400
Ireland,24,1,61600
Norway,40,16,116700
Spain,18,0,38100
Poland,31,3,54200
Belgium,28,6,76800
Mexico,60,37,129300
Canada,48,27,138900
Italy,44,21,87000
Germany,20,0,62700
Spain,40,18,102900
Argentina,32,10,42000
France,34,8,88000
Argentina,37,16,67100
Canada,19,0,66200
Switzerland,25,0,98600
Argentina,48,30,84500
Ireland,35,13,94100
Sweden,33,7,77400
Argentina,26,8,25800
Mexico,36,15,60500
Canada,38,18,107200
France,34,13,109700
Poland,36,14,82100
Switzerland,33,13,140200
Austria,46,17,118600
Sweden,35,12,101200
Spain,32,10,70700
Portugal,29,6,54300
Argentina,42,15,63500
Belgium,36,17,92800
Ireland,28,6,88300
Belgium,44,24,125800
Mexico,33,15,71000
Argentina,56,35,111500
US,25,2,74000
Italy,47,29,131400
Ireland,38,17,107800
Austria,42,19,133200
Austria,44,19,93000
Portugal,32,8,52600
Germany,43,25,142600
Portugal,42,19,94500
UK,18,0,74200
Portugal,33,14,82600
France,39,11,99900
Austria,33,15,79300
Belgium,33,12,96000
Denmark,25,1,75200
Sweden,35,17,105700
Italy,18,0,47600
Mexico,35,17,68400
US,60,38,170400
Ireland,28,10,103200
Spain,18,0,46100
Brazil,44,22,88700
Belgium,51,31,146100
Mexico,25,5,44000
US,18,0,79900
Sweden,41,19,116400
Italy,39,16,102100
France,41,19,111600
Italy,40,15,82600
Netherlands,21,3,71800
Denmark,34,6,84800
Spain,37,16,93100
Austria,36,14,111100
Belgium,29,6,83200
UK,48,25,138900
Poland,39,21,98500
Canada,39,15,106900
Switzerland,37,12,123800
Ireland,51,27,140600
Denmark,29,9,95600
Netherlands,29,9,90700
France,25,2,81700
Canada,36,14,112400
France,35,15,109400
Belgium,21,3,63400
Netherlands,28,5,85100
Germany,37,11,84300
US,30,7,89200
Norway,28,4,57400
France,27,2,67300
Ireland,30,12,104200
US,30,6,90100
Portugal,36,12,65500
Netherlands,33,15,112400
Germany,59,41,186400
Portugal,42,22,91800
Belgium,34,10,100500
France,18,0,57800
Brazil,31,11,47000
Switzerland,18,0,93300
Belgium,29,7,87300
Canada,32,11,95800
Poland,29,8,69600
Spain,28,6,72400
Germany,33,13,104600
Norway,35,10,95700
Norway,47,24,156900
Brazil,31,7,33200
Denmark,33,8,89800
Poland,43,23,100400
Canada,49,28,149700
Switzerland,25,1,93500
Spain,29,6,64300
Germany,33,11,98900
Portugal,42,20,89800
Ireland,43,18,116400
Netherlands,30,7,89500
Sweden,31,7,77200
Poland,21,0,39400
Netherlands,58,40,196800
Norway,36,12,100400
Canada,48,21,130500
Ireland,35,9,91600
Norway,23,3,76600
Netherlands,59,40,169900
Argentina,48,27,100200
Belgium,43,23,132000
Brazil,27,9,42100
Belgium,32,4,71300
Spain,47,24,105500
Portugal,62,41,150400
Canada,29,4,73100
UK,19,0,66100
UK,37,18,117400
UK,45,21,129700
Germany,40,18,108000
Italy,26,1,51200
Norway,33,11,102800
Austria,22,0,53900
Austria,24,0,57000
Germany,32,10,100200
Sweden,37,13,92600
Brazil,40,15,53500
Brazil,58,30,104200
Switzerland,27,9,209500
Switzerland,48,27,168200
Austria,27,7,78700
Germany,55,30,148800
Germany,18,0,63900
Portugal,40,14,70900
Ireland,27,9,82500
Ireland,25,3,81200
Ireland,18,0,65100
UK,44,24,134200
Ireland,37,15,97600
Spain,36,14,84200
Netherlands,39,16,106500
UK,27,1,66800
Belgium,29,8,89300
Poland,43,25,92600
Germany,34,10,109700
France,45,26,147500
Denmark,36,11,110800
Ireland,23,4,85400
Norway,47,25,140300
Spain,43,25,108800
Portugal,19,0,29200
Mexico,47,26,93900
Argentina,25,4,19200
Denmark,34,11,103400
Argentina,36,17,72800
US,43,18,118800
Ireland,41,19,110500
Belgium,42,20,105700
Argentina,37,14,52100
Italy,33,9,77400
France,53,26,151200
Austria,28,9,89900
Netherlands,44,23,119500
Argentina,23,1,29500
Portugal,64,43,137400
Portugal,47,24,92300
Sweden,48,30,144200
Brazil,29,8,48300
Denmark,34,15,133400
Mexico,54,30,99300
Netherlands,36,14,101000
Netherlands,29,7,88300
Switzerland,35,7,117100
Argentina,22,0,21700
Norway,44,19,102900
Poland,38,20,103000
Denmark,27,9,97400
Sweden,43,22,130200
Mexico,37,14,55600
Poland,28,0,42700
Italy,32,7,51700
US,46,22,129400
Canada,31,11,99300
Portugal,30,8,66800
Netherlands,36,9,89500
Mexico,35,12,53500
Brazil,25,0,15600
Denmark,34,16,121600
Spain,23,0,34000
Mexico,56,33,103000
Spain,31,8,63300
Norway,52,34,175000
UK,18,0,66200
Austria,43,19,124200
Italy,44,26,124600
UK,49,27,142200
Brazil,34,14,66900
Austria,42,21,126600
Ireland,18,0,67800
Italy,37,16,78800
Switzerland,37,18,145200
France,40,19,109800
US,45,27,141000
Sweden,41,19,103000
France,34,14,106200
Netherlands,47,27,138800
France,20,0,72800
Brazil,49,23,96200
Canada,26,5,92900
Spain,49,24,117300
Brazil,38,15,63600
Argentina,33,4,28500
Netherlands,37,15,111300
Germany,22,0,62400
Belgium,18,0,64900
France,42,16,102000
Germany,38,20,127800
Denmark,40,17,115200
UK,20,0,83800
Mexico,36,13,49200
Netherlands,49,24,133700
Mexico,32,13,65100
France,35,14,96800
France,35,11,90400
Germany,19,0,71700
Norway,27,5,87100
Argentina,41,19,65800
Denmark,22,0,61900
Brazil,43,17,71800
Poland,34,8,68300
Ireland,32,13,97200
Argentina,56,38,108400
Portugal,42,19,101000
Brazil,27,9,34200
France,30,8,70100
Ireland,21,3,77200
Spain,38,20,103800
Austria,26,6,66400
Norway,41,15,113700
Ireland,33,15,100100
Denmark,21,0,88800
Canada,48,28,142000
Portugal,32,11,67100
Ireland,32,11,87400
Spain,49,27,107100
Brazil,35,17,64100
Mexico,41,18,59200
Austria,27,1,76700
Germany,45,24,151600
Norway,33,12,111600
Portugal,39,21,84900
Norway,39,14,110800
Ireland,47,20,128700
Ireland,40,15,103200
UK,20,0,80600
Italy,33,15,83500
Sweden,47,27,128000
Portugal,52,32,126800
Portugal,20,0,19800
Argentina,18,0,25300
US,24,0,64900
Germany,28,5,70400
Norway,22,0,73400
Italy,49,29,131900
Belgium,44,23,110600
Belgium,39,19,108100
UK,44,26,146200
Argentina,34,14,63200
Switzerland,31,10,109400
Canada,18,0,52300
Norway,31,10,106100
Brazil,44,19,65500
Spain,34,13,84500
Italy,33,7,69300
Netherlands,36,11,86500
Austria,31,7,76100
Norway,29,8,100600
Denmark,46,26,143500
Belgium,43,15,105200
Argentina,28,2,20400
Austria,29,6,78700
Canada,41,19,99900
Portugal,41,19,73600
Argentina,39,16,64400
Norway,29,5,85300
Canada,34,12,96600
Italy,45,24,107600
Canada,33,10,99300
Austria,34,12,96600
Argentina,29,11,35700
Austria,43,18,115100
Sweden,18,0,68500
Denmark,42,23,130600
Mexico,18,0,20600
Ireland,52,32,152500
Mexico,30,7,35600
Netherlands,28,7,100400
Austria,41,18,114000
Norway,39,20,136400
Germany,35,11,115400
Mexico,33,11,68200
Canada,54,35,155200
Germany,24,6,79000
Poland,34,16,84700
Belgium,26,0,62500
Sweden,18,0,49200
Austria,42,14,110400
Ireland,39,16,106700
Ireland,29,7,79000
Italy,35,8,69500
Argentina,40,22,92100
France,42,19,127200
Ireland,31,11,100300
Argentina,50,25,77400
US,21,0,94100
Austria,35,10,97200
Portugal,27,8,62700
Norway,29,4,89200
Canada,59,35,153600
Mexico,34,6,47100
US,46,18,130300
France,51,29,134600
Brazil,45,23,86500
Sweden,41,23,118600
Mexico,42,22,83700
Canada,39,14,98500
France,27,7,82400
Poland,37,15,77300
Poland,23,3,49700
Portugal,33,7,56400
Germany,38,17,135100
Germany,37,9,103100
Argentina,36,15,58600
Germany,31,10,89600
UK,36,12,96600
Spain,35,13,75600
Argentina,39,14,58800
Italy,27,4,57900
Switzerland,26,3,110100
Brazil,36,14,59900
Canada,33,14,100200
UK,51,26,138300
Canada,38,13,105900
Belgium,18,0,65000
UK,41,15,119600
UK,34,5,98300
France,39,16,110000
France,37,14,110900
Sweden,49,26,140300
Denmark,26,7,87600
France,44,26,128800
Germany,28,8,97400
Poland,38,20,101900
Spain,30,4,67700
Mexico,43,20,71900
Mexico,22,0,13000
Netherlands,31,9,99100
Italy,33,13,80000
Belgium,44,25,117000
Ireland,31,6,80300
US,37,17,129000
Denmark,27,4,80900
UK,46,25,148800
US,28,3,86400
Brazil,24,5,55500
France,27,1,64700
Canada,58,36,166000
Belgium,24,6,76800
Ireland,34,11,101900
Norway,28,7,78500
UK,18,0,58600
Austria,60,41,186200
US,26,3,87200
Spain,44,23,107100
Portugal,37,18,99700
Switzerland,47,21,160300
Spain,33,13,83300
Switzerland,39,21,153500
Norway,33,1,71600
Brazil,24,0,18700
US,41,21,141700
Ireland,39,16,110200
Norway,38,20,141600
Spain,49,23,108300
Poland,38,20,100900
US,19,0,84600
US,18,0,84500
Denmark,30,5,83100
Mexico,22,3,18700
Canada,29,7,76600
Norway,53,33,162900
Germany,26,6,82800
Argentina,29,3,18400
Norway,24,5,99200
Norway,28,8,94400
Portugal,42,21,91600
Germany,23,2,64500
Spain,58,29,113000
Sweden,42,15,102800
Belgium,33,14,97700
Norway,36,15,108300
UK,30,10,113700
US,40,16,109500
Norway,18,0,84800
France,28,7,82600
Italy,32,5,67900
Ireland,34,16,108400
Austria,34,11,86200
Denmark,35,11,106500
Portugal,33,12,62600
US,49,22,129400
Denmark,36,18,116800
Denmark,29,7,90200
Ireland,53,27,133500
Portugal,20,0,36400
Poland,29,11,66700
Switzerland,30,4,116500
Portugal,23,5,44900
Argentina,30,9,45800
Mexico,18,0,5000
France,36,8,79600
Canada,18,0,66000
UK,32,14,92600
Denmark,33,10,103700
France,36,17,118300
Argentina,43,18,69100
Netherlands,32,11,91000
US,48,25,129000
Denmark,21,3,60900
Belgium,22,2,69600
UK,37,17,131600
Netherlands,34,13,109000
Denmark,40,20,129300
Norway,19,0,82500
Poland,56,35,133400
Spain,37,14,91700
Denmark,46,23,126200
Ireland,33,15,107900
Canada,36,16,111500
Sweden,18,0,65700
Poland,38,16,79500
Mexico,43,23,79100
Mexico,31,3,43300
Italy,46,28,131300
Argentina,36,13,44500
UK,40,18,119100
Switzerland,40,21,148200
US,31,6,89300
France,34,7,87400
Belgium,22,0,59400
Italy,30,6,56900
Portugal,29,0,34100
Spain,27,4,61000
Spain,35,13,79000
UK,33,9,96800
Sweden,36,17,103400
Denmark,43,20,123400
Italy,46,28,130600
US,27,7,90500
Canada,43,23,132900
Portugal,21,2,24500
France,24,4,70400
Sweden,45,23,116000
US,38,12,119800
Portugal,49,31,123900
Austria,26,6,84000
US,22,4,67900
US,39,18,111300
Austria,42,19,102500
US,39,21,102800
UK,18,0,62500
US,32,8,112100
Canada,34,16,99300
Italy,31,9,71300
Ireland,38,14,108500
Spain,20,0,52100
Italy,49,25,117100
Italy,45,27,122300
Brazil,40,15,57500
Norway,30,6,99100
Belgium,48,29,136800
UK,29,5,87700
Germany,42,24,125200
Italy,33,9,80700
Brazil,18,0,12900
Italy,48,28,116900
Mexico,21,0,20000
Argentina,35,16,46500
US,24,0,66300
Portugal,56,33,133800
UK,29,5,72700
Mexico,41,17,69700
Portugal,40,19,99000
Belgium,45,27,128100
Norway,30,8,102100
France,20,2,85500
Spain,42,18,107700
Ireland,26,0,60300
France,23,4,65500
Germany,34,15,112600
US,22,1,92400
Portugal,43,22,93400
Spain,30,9,86100
Portugal,30,7,52500
Germany,31,12,88800
Switzerland,30,8,124200
Italy,18,0,41300
Germany,28,6,88200
Sweden,39,17,108400
Argentina,48,24,83400
Austria,18,0,65200
Portugal,43,22,106300
Germany,22,0,72800
Spain,24,2,61900
Canada,39,12,114400
Argentina,33,8,41800
Canada,41,19,117800
Netherlands,18,0,61300
Germany,20,0,75600
Poland,43,18,94900
Brazil,26,1,36200
Switzerland,48,26,165200
Ireland,25,2,60400
US,48,28,146100
Poland,44,23,102200
Canada,43,20,125000
Portugal,36,13,73200
Austria,47,26,135100
US,47,23,134800
Sweden,46,28,115400
Germany,46,23,135900
Netherlands,25,1,89400
US,24,0,65400
France,35,16,91700
UK,37,16,116400
Sweden,45,18,124400
Sweden,45,26,135200
Spain,65,43,158400
Poland,25,0,29100
Mexico,34,16,68300
Switzerland,25,5,109400
Ireland,33,15,110000
US,32,13,109300
Norway,23,4,56200
Spain,28,6,56500
Sweden,50,29,137000
Denmark,26,1,66500
Spain,28,4,84400
Portugal,42,22,95500
Mexico,41,15,59700
Norway,18,0,76500
Norway,40,15,110700
Ireland,30,12,90000
Austria,30,10,85100
Austria,31,6,99700
Argentina,21,0,27300
Poland,18,0,57000
Mexico,32,6,49400
US,38,16,126700
Norway,45,21,127300
Norway,38,20,124000
Italy,40,14,80000
Poland,36,11,76900
Canada,24,3,70900
Sweden,36,13,101000
Argentina,64,42,131100
Denmark,43,22,125300
Argentina,45,27,96400
UK,61,41,179800
Ireland,30,5,85900
US,45,23,141100
Switzerland,41,19,146100
Belgium,34,14,107400
Austria,21,0,72300
Portugal,33,8,61700
Poland,28,6,39400
UK,18,0,53600
Denmark,28,1,70100
Argentina,34,16,66400
Netherlands,46,21,136500
Ireland,18,0,69100
Italy,40,15,89700
Norway,42,16,111100
UK,42,21,120500
US,23,5,94100
Netherlands,39,16,104500
UK,29,7,82700
France,40,17,114500
Ireland,32,7,86900
Austria,33,12,103500
Austria,32,10,83000
Mexico,49,26,88600
Norway,37,12,117100
Belgium,36,15,89600
Canada,38,12,101000
Netherlands,35,14,97800
Netherlands,32,11,98600
Netherlands,31,7,96400
Brazil,39,15,53600
France,46,27,137900
Argentina,35,7,48300
Austria,40,15,79300
Portugal,37,14,62300
Argentina,38,17,68800
Italy,32,11,88900
Canada,46,23,127300
UK,46,28,150700
Norway,43,20,129600
US,33,5,84100
Ireland,24,3,67400
Belgium,32,10,87400
Portugal,41,18,78500
Ireland,35,16,109100
Ireland,38,12,102100
Austria,38,15,104100
Poland,34,11,71100
Belgium,33,14,100100
UK,30,6,80200
Spain,27,5,46800
France,42,24,119200
Sweden,45,24,118300
Mexico,37,16,58700
Portugal,32,9,62800
Switzerland,45,22,153200
UK,51,28,119400
Canada,37,11,94100
Sweden,29,8,90300
Portugal,40,16,83000
Poland,26,4,54700
Netherlands,30,9,100000
Belgium,27,3,73900
Sweden,47,23,120400
Poland,18,0,95600
Switzerland,44,26,170300
Canada,35,17,111300
Netherlands,31,10,91000
Brazil,38,15,72300
Brazil,28,9,48200
France,20,0,57200
Denmark,26,6,82200
Ireland,30,8,87500
Portugal,36,15,75700
UK,43,22,132600
Portugal,18,0,34500
Portugal,45,18,69200
Switzerland,35,17,150300
US,43,23,145700
Argentina,25,5,38900
France,25,0,57500
Italy,31,12,75500
Ireland,24,3,71500
